Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
nefsis,collaboration,voip-video,2,client-server,"tcp/80,443,22,23,1270,37000",consume-big-bandwidth able-to-transfer-file pervasive-use
neokast,media,photo-video,3,client-server,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
neonet,general-internet,file-sharing,5,peer-to-peer,"tcp/6346-6351,6881-6999,4661,4662,4671 udp/6346-6351,4665,4672",evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
neptune,business-systems,general-business,1,client-server,tcp/dynamic,pervasive-use
nerohut,general-internet,internet-utility,5,browser-based,tcp/dynamic,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
net-c-x,business-systems,ics-protocols,1,network-protocol,tcp/771,
net.tcp,networking,infrastructure,1,client-server,tcp/dynamic,
net2phone,collaboration,voip-video,2,client-server,tcp/dynamic udp/dynamic,consume-big-bandwidth has-known-vulnerability
netbackup,business-systems,storage-backup,3,client-server,"tcp/1556,13724,13782,13722,10102,10082",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
netbios-dg,networking,infrastructure,2,network-protocol,udp/138,has-known-vulnerability pervasive-use
netbios-ns,networking,infrastructure,2,network-protocol,tcp/137 udp/137,has-known-vulnerability pervasive-use
netbios-ss,networking,infrastructure,2,network-protocol,tcp/139,has-known-vulnerability pervasive-use
netblt,networking,ip-protocol,1,network-protocol,
netbotz,business-systems,management,1,browser-based,"tcp/80,443",
netease-mail,collaboration,email,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
netease-webdisk-base,general-internet,file-sharing,1,browser-based,tcp/80,has-known-vulnerability
netease-webdisk-downloading,general-internet,file-sharing,2,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability
netease-webdisk-uploading,general-internet,file-sharing,2,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability
netflix-base,media,photo-video,3,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
netflix-streaming,media,photo-video,3,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
netflow,business-systems,management,2,client-server,udp/dynamic,has-known-vulnerability pervasive-use
netfolder,general-internet,file-sharing,3,peer-to-peer,tcp/dynamic,consume-big-bandwidth able-to-transfer-file pervasive-use
netload,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
netlog,collaboration,social-networking,5,browser-based,"tcp/80,443",evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
netmeeting,collaboration,voip-video,5,client-server,tcp/389,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
netop-on-demand,collaboration,internet-conferencing,3,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file
netop-remote-control,networking,remote-access,3,client-server,"tcp/80,443,6502 udp/6502",consume-big-bandwidth able-to-transfer-file pervasive-use
nets,business-systems,general-business,1,client-server,tcp/9670,
netspoke,collaboration,internet-conferencing,1,browser-based,"tcp/80,443",
netsuite,business-systems,erp-crm,1,browser-based,tcp/443,pervasive-use
netsupport-manager,networking,remote-access,1,client-server,tcp/5405,
netvault-backup,business-systems,storage-backup,3,client-server,tcp/dynamic udp/20031-20106,consume-big-bandwidth able-to-transfer-file has-known-vulnerability
netviewer,networking,remote-access,3,client-server,"tcp/80,443,2000,2377",evasive-behavior able-to-transfer-file pervasive-use
netvmg-traceroute,networking,infrastructure,1,client-server,udp/33435,pervasive-use
netware-remote-console,business-systems,management,1,client-server,tcp/dynamic,has-known-vulnerability
new-relic,business-systems,management,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
newrow,media,photo-video,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
newton-mail,collaboration,email,3,client-server,"tcp/80,443",used-by-malware able-to-transfer-file
nextmedia-video,media,photo-video,1,browser-based,tcp/80,consume-big-bandwidth pervasive-use
nfl-streaming,media,photo-video,2,browser-based,tcp/80,consume-big-bandwidth has-known-vulnerability pervasive-use
nfs,business-systems,storage-backup,3,client-server,tcp/2049 udp/2049,able-to-transfer-file has-known-vulnerability pervasive-use
ngap,networking,ip-protocol,1,client-server,
ngrok,networking,encrypted-tunnel,3,client-server,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
niagara-fox,business-systems,ics-protocols,1,network-protocol,tcp/1911,
nice,business-systems,general-business,1,client-server,"tcp/2001,62122,62070,62124,62130",
niconico-douga,media,photo-video,4,browser-based,"tcp/80,443 tcp/2525-2899 tcp/1935",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
nim,networking,infrastructure,1,client-server,"tcp/1058,1022",
nimbuzz,collaboration,instant-messaging,2,client-server,tcp/dynamic udp/dynamic,consume-big-bandwidth has-known-vulnerability pervasive-use
nimsh,networking,infrastructure,1,client-server,tcp/3901,
ning-base,collaboration,social-networking,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
ning-apps,collaboration,social-networking,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
ning-mail,collaboration,email,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
ning-posting,collaboration,web-posting,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
nintendo-wfc,media,gaming,4,client-server,"tcp/80,443 udp/27901",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
nntp,general-internet,internet-utility,5,client-server,tcp/119,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
nokia-here-maps,general-internet,internet-utility,1,client-server,"tcp/80,443",pervasive-use
nomachine,networking,remote-access,2,client-server,tcp/dynamic udp/dynamic,able-to-transfer-file pervasive-use
nomadesk,business-systems,erp-crm,2,browser-based,"tcp/80,443",able-to-transfer-file
norton-av-broadcast,business-systems,management,1,client-server,udp/38293,
norton-zone,general-internet,file-sharing,3,browser-based,"tcp/443,80",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
novell-filr,business-systems,storage-backup,2,client-server,"tcp/8443,9443 udp/8649",able-to-transfer-file has-known-vulnerability
now-tv-base,media,photo-video,1,browser-based,"tcp/80,443",has-known-vulnerability
now-tv-streaming,media,photo-video,2,browser-based,tcp/443,consume-big-bandwidth has-known-vulnerability
nsfnet-igp,networking,ip-protocol,1,network-protocol,
ntp,networking,infrastructure,2,network-protocol,tcp/123 udp/123,used-by-malware pervasive-use
ntr-support,networking,remote-access,3,client-server,"tcp/80,443,21,110,11438",evasive-behavior able-to-transfer-file
nutanix,business-systems,management,1,browser-based,"tcp/80,443",has-known-vulnerability
nvgre,networking,routing,2,network-protocol,has-known-vulnerability pervasive-use
nvp-ii,networking,ip-protocol,1,network-protocol,
oasys-scada,business-systems,ics-protocols,1,network-protocol,tcp/5065 udp/5050,
ocsp,networking,infrastructure,2,client-server,tcp/80,has-known-vulnerability pervasive-use
octopus,business-systems,software-development,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
octopz,collaboration,internet-conferencing,4,browser-based,"tcp/80,443,1935",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
octoshape,media,audio-streaming,2,peer-to-peer,"tcp/80,8247 udp/8247",evasive-behavior consume-big-bandwidth pervasive-use
odnoklassniki-base,collaboration,social-networking,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
odnoklassniki-apps,collaboration,social-networking,1,browser-based,"tcp/80,443",pervasive-use
odnoklassniki-messaging,collaboration,instant-messaging,1,browser-based,"tcp/80,443",pervasive-use
odrive,general-internet,file-sharing,3,client-server,"tcp/443,80",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
office-live,general-internet,file-sharing,4,client-server,tcp/80 tcp/443,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
office-on-demand,business-systems,office-programs,3,browser-based,tcp/80,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
office365-consumer-access,business-systems,office-programs,1,client-server,"tcp/80, 443",
office365-enterprise-access,business-systems,office-programs,1,client-server,"tcp/80, 443",able-to-transfer-file
officehard,business-systems,storage-backup,2,browser-based,tcp/dynamic,able-to-transfer-file has-known-vulnerability
okta,business-systems,auth-service,3,browser-based,tcp/443 tcp/80,used-by-malware has-known-vulnerability pervasive-use
okurin,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
omegle,collaboration,voip-video,2,browser-based,udp/dynamic tcp/80 tcp/1365,has-known-vulnerability
omnicell-dispensers,business-systems,medical,1,client-server,tcp/1801,
omnidrive,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
onehub-base,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability
onehub-uploading,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability
onelogin,business-systems,auth-service,3,browser-based,"tcp/80,443",used-by-malware has-known-vulnerability
onepagecrm,business-systems,erp-crm,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
oneup,business-systems,management,1,browser-based,"tcp/443, 80",has-known-vulnerability
onlive,media,gaming,2,client-server,"tcp/443,80 udp/dynamic",able-to-transfer-file has-known-vulnerability
ontv,media,photo-video,3,browser-based,"tcp/80,443,1935",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
onvif,business-systems,general-business,1,client-server,tcp/80,has-known-vulnerability
oovoo,collaboration,voip-video,2,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior pervasive-use
ooyala,media,photo-video,3,browser-based,tcp/dynamic,evasive-behavior consume-big-bandwidth has-known-vulnerability
opc-base,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-da,business-systems,ics-protocols,1,client-server,tcp/dynamic,has-known-vulnerability
opc-ua-acknowledge,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-activate-session-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-add-nodes-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-add-references-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-browse-next-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-browse-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-call-method-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-call-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-cancel-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-close,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-close-secure-channel-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-close-session-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-create-session-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-create-subscription-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-delete-nodes-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-delete-references-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-delete-subscriptions-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-error,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-find-server-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-get-endpoints-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-hello,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-history-read-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
opc-ua-history-update-req,business-systems,ics-protocols,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
